variable,year,season,season_label,metric,raster_path,observation_count,confidence_level,mean_valid_observations_per_aoi_pixel,mean_pixel_observation_coverage_percent,mean,median,min,max,std,p05,p25,p75,p95,valid_pixel_count,valid_aoi_pixel_count,total_aoi_pixel_count,total_pixel_count,coverage_inside_aoi_percent,coverage_percent
ndvi,2024,june,Early Growing Season,min,data/processed/composites/ndvi_2024_june_min.tif,24,higher,18.013063430786133,75.05442810058594,-0.02772202529013157,0.0009509485680609941,-0.9955820441246033,0.029999999329447746,0.050411444157361984,-0.11359130591154099,-0.07133401930332184,0.010049480944871902,0.024515124037861824,34751,34751,34751,94839,100.0,100.0
ndvi,2024,june,Early Growing Season,max,data/processed/composites/ndvi_2024_june_max.tif,24,higher,18.013063430786133,75.05442810058594,0.45988237857818604,0.3218361437320709,0.03163856640458107,0.9999730587005615,0.19081032276153564,0.30000001192092896,0.30000001192092896,0.6557080745697021,0.7828352451324463,34751,34751,34751,94839,100.0,100.0
ndvi,2024,june,Early Growing Season,std,data/processed/composites/ndvi_2024_june_std.tif,24,higher,18.013063430786133,75.05442810058594,0.18581412732601166,0.14504224061965942,0.03753761947154999,0.4115580916404724,0.07423188537359238,0.11142338812351227,0.1260700523853302,0.2550017833709717,0.32346391677856445,34751,34751,34751,94839,100.0,100.0
ndvi,2024,june,Early Growing Season,valid_count,data/processed/composites/ndvi_2024_june_valid_count.tif,24,higher,18.013063430786133,75.05442810058594,18.013063430786133,18.0,15.0,24.0,0.3109499216079712,18.0,18.0,18.0,18.0,34751,34751,34751,94839,100.0,100.0
ndvi,2024,june,Early Growing Season,observation_coverage,data/processed/composites/ndvi_2024_june_observation_coverage.tif,24,higher,18.013063430786133,75.05442810058594,75.05442810058594,75.0,62.5,100.0,1.295624852180481,75.0,75.0,75.0,75.0,34751,34751,34751,94839,100.0,100.0
ndvi,2025,june,Early Growing Season,mean,data/processed/composites/ndvi_2025_june_mean.tif,34,higher,29.982906341552734,88.1850357055664,0.20511284470558167,0.1873376965522766,-0.16890019178390503,0.4365450441837311,0.10728398710489273,0.059058211743831635,0.10833464562892914,0.3113866448402405,0.3683440685272217,34751,34751,34751,94839,100.0,100.0
ndvi,2025,june,Early Growing Season,median,data/processed/composites/ndvi_2025_june_median.tif,34,higher,29.982906341552734,88.1850357055664,0.13526713848114014,0.1542539894580841,0.007583519909530878,0.49470433592796326,0.08378040790557861,0.027322499081492424,0.04300770163536072,0.18688803911209106,0.2739947438240051,34751,34751,34751,94839,100.0,100.0
ndvi,2025,june,Early Growing Season,min,data/processed/composites/ndvi_2025_june_min.tif,34,higher,29.982906341552734,88.1850357055664,-0.01653003692626953,0.0009981620823964477,-0.9982651472091675,0.029999999329447746,0.04816533997654915,-0.11412445455789566,0.0008784732781350613,0.000999948475509882,0.023701881989836693,34751,34751,34751,94839,100.0,100.0
ndvi,2025,june,Early Growing Season,max,data/processed/composites/ndvi_2025_june_max.tif,34,higher,29.982906341552734,88.1850357055664,0.540111243724823,0.5050876140594482,0.14331942796707153,0.9998024702072144,0.21907399594783783,0.30000001192092896,0.30000001192092896,0.7508139610290527,0.8935422897338867,34751,34751,34751,94839,100.0,100.0
ndvi,2025,june,Early Growing Season,std,data/processed/composites/ndvi_2025_june_std.tif,34,higher,29.982906341552734,88.1850357055664,0.2062835544347763,0.17758923768997192,0.04571277275681496,0.4409385621547699,0.0921429991722107,0.0959848165512085,0.12297894060611725,0.2990540564060211,0.3549376130104065,34751,34751,34751,94839,100.0,100.0
ndvi,2025,june,Early Growing Season,valid_count,data/processed/composites/ndvi_2025_june_valid_count.tif,34,higher,29.982906341552734,88.1850357055664,29.982906341552734,30.0,23.0,34.0,0.3227464258670807,30.0,30.0,30.0,30.0,34751,34751,34751,94839,100.0,100.0
ndvi,2025,june,Early Growing Season,observation_coverage,data/processed/composites/ndvi_2025_june_observation_coverage.tif,34,higher,29.982906341552734,88.1850357055664,88.1850357055664,88.23529815673828,67.64705657958984,100.0,0.9492544531822205,88.23529815673828,88.23529815673828,88.23529815673828,88.23529815673828,34751,34751,34751,94839,100.0,100.0
et,2019,june,Early Growing Season,mean,data/processed/composites/et_2019_june_mean.tif,13,medium,8.199102401733398,63.07001876831055,2.147244691848755,2.032862663269043,0.3460666537284851,4.320793151855469,0.6374657154083252,1.2490577697753906,1.6297829151153564,2.735060691833496,3.1458771228790283,34751,34751,34751,94839,100.0,100.0
et,2019,june,Early Growing Season,median,data/processed/composites/et_2019_june_median.tif,13,medium,8.199102401733398,63.07001876831055,2.203570604324341,2.1272788047790527,0.21501468122005463,5.097877502441406,0.8113725781440735,0.9971901774406433,1.5215414762496948,2.941211462020874,3.4247260093688965,34751,34751,34751,94839,100.0,100.0
